SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),4853 N Ashland Ave,Chicago,IL,60640,645000,5,3.0,CHI - Uptown,,4356,1901,17,,,Active,,,http://www.redfin.com/IL/Chicago/4853-N-Ashland-Ave-60640/home/13399510,MRED,11214376,N,Y,41.9704943,-87.6691129
MLS Listing,,Condo/Co-op,1625 W North Shore Ave #304,Chicago,IL,60626,249000,2,2.0,CHI - Rogers Park,,,1915,30,,287,Active,,,http://www.redfin.com/IL/Chicago/1625-W-North-Shore-Ave-60626/unit-304/home/26780038,MRED,11204970,N,Y,42.0033523,-87.6716175
MLS Listing,,Condo/Co-op,4950 N Western Ave Unit 3I,Chicago,IL,60625,321000,2,2.0,CHI - Lincoln Square,,,2010,31,,321,Active,,,http://www.redfin.com/IL/Chicago/4950-N-Western-Ave-60625/unit-3I/home/26804928,MRED,11210943,N,Y,41.9718502,-87.6894587
MLS Listing,,Condo/Co-op,7257 N Hamilton Ave Unit 3S,Chicago,IL,60645,259000,2,2.0,CHI - West Ridge,1200,,2004,37,216,210,Active,,,http://www.redfin.com/IL/Chicago/7257-N-Hamilton-Ave-60645/unit-3S/home/12657432,MRED,11200978,N,Y,42.0138855,-87.6846518
MLS Listing,,Condo/Co-op,5801 N Sheridan Rd Unit 5B,Chicago,IL,60660,235000,2,2.0,Beach Point Tower,1400,,1958,38,168,763,Active,,,http://www.redfin.com/IL/Chicago/5801-N-Sheridan-Rd-60660/unit-5B/home/13408952,MRED,11205299,N,Y,41.9876669,-87.6546797
MLS Listing,,Condo/Co-op,5683 N Ridge Ave Unit 2W,Chicago,IL,60660,349500,2,1.0,CHI - Edgewater,1700,,1921,38,206,325,Active,,,http://www.redfin.com/IL/Chicago/5683-N-Ridge-Ave-60660/unit-2W/home/12671163,MRED,11200166,N,Y,41.985404,-87.662401
MLS Listing,,Single Family Residential,2307 W Foster Ave,Chicago,IL,60625,450000,4,2.0,CHI - Lincoln Square,,2962,1896,43,,,Active,,,http://www.redfin.com/IL/Chicago/2307-W-Foster-Ave-60625/home/13403759,MRED,11194293,N,Y,41.9757358,-87.6870599
MLS Listing,,Condo/Co-op,5855 N Sheridan Rd Unit 24K,Chicago,IL,60660,329999,3,2.0,CHI - Edgewater,1600,,1974,58,206,882,Active,,,http://www.redfin.com/IL/Chicago/5855-N-Sheridan-Rd-60660/unit-24K/home/13409819,MRED,11186167,N,Y,41.9887543,-87.6546809
MLS Listing,,Multi-Family (2-4 Unit),2815 W Summerdale Ave,Chicago,IL,60625,579900,6,3.0,CHI - Lincoln Square,,3484,1958,78,,,Active,,,http://www.redfin.com/IL/Chicago/2815-W-Summerdale-Ave-60625/home/13491085,MRED,11163041,N,Y,41.9783467,-87.6996792
MLS Listing,,Condo/Co-op,6353 N Wayne Ave Unit 2N,Chicago,IL,60660,210000,2,1.0,CHI - Edgewater,,,1916,85,,350,Active,,,http://www.redfin.com/IL/Chicago/6353-N-Wayne-Ave-60660/unit-2N/home/102546203,MRED,11154647,N,Y,41.997865,-87.663847
MLS Listing,,Condo/Co-op,1517 W Fargo Ave Unit G,Chicago,IL,60626,124900,2,1.0,CHI - Rogers Park,,,1908,92,,331,Active,,,http://www.redfin.com/IL/Chicago/1517-W-Fargo-Ave-60626/unit-G/home/144983170,MRED,11148534,N,Y,42.016798,-87.668903
MLS Listing,,Condo/Co-op,5884 N Ridge Ave #3,Chicago,IL,60660,300000,2,2.0,CHI - Edgewater,1300,,1924,93,231,280,Active,,,http://www.redfin.com/IL/Chicago/5884-N-Ridge-Ave-60660/unit-3/home/18923098,MRED,11138666,N,Y,41.988477,-87.6685229
MLS Listing,,Condo/Co-op,5230 N Kenmore Ave Unit 3A,Chicago,IL,60640,475000,3,2.0,CHI - Edgewater,1643,,2001,119,289,511,Active,,,http://www.redfin.com/IL/Chicago/5230-N-Kenmore-Ave-60640/unit-3A/home/18922096,MRED,11120794,N,Y,41.9772763,-87.6568433
MLS Listing,,Single Family Residential,1525 W Pratt Blvd,Chicago,IL,60626,524900,5,2.5,CHI - Rogers Park,2657,6250,1891,135,198,,Active,,,http://www.redfin.com/IL/Chicago/1525-W-Pratt-Blvd-60626/home/13569397,MRED,11101372,N,Y,42.0051553,-87.6687662
MLS Listing,,Condo/Co-op,2425 W Foster Ave #3,Chicago,IL,60625,340000,3,1.0,CHI - Lincoln Square,1600,,1925,147,213,405,Active,,,http://www.redfin.com/IL/Chicago/2425-W-Foster-Ave-60625/unit-3/home/12685144,MRED,11086130,N,Y,41.975611,-87.690237
MLS Listing,,Condo/Co-op,5250 N Lincoln Ave Unit 3A,Chicago,IL,60625,319000,2,2.0,CHI - Lincoln Square,,,2003,274,,274,Active,,,http://www.redfin.com/IL/Chicago/5250-N-Lincoln-Ave-60625/unit-3A/home/12684320,MRED,10965210,N,Y,41.9774937,-87.6928567
MLS Listing,,Multi-Family (2-4 Unit),2308 W Argyle St,Chicago,IL,60625,749000,5,3.0,CHI - Lincoln Square,,,1915,1,,,Active,,,http://www.redfin.com/IL/Chicago/2308-W-Argyle-St-60625/home/13403627,MRED,11241991,N,Y,41.9725212,-87.6871001
MLS Listing,,Multi-Family (2-4 Unit),6435 N Campbell Ave,Chicago,IL,60645,459900,4,2.0,CHI - West Ridge,,,1925,1,,,Active,,,http://www.redfin.com/IL/Chicago/6435-N-Campbell-Ave-60645/home/13582079,MRED,11241939,N,Y,41.9987392,-87.6920674
MLS Listing,,Condo/Co-op,2051 W Fargo Ave #3,Chicago,IL,60645,170000,3,2.0,CHI - Rogers Park,2000,,1926,1,85,325,Active,,,http://www.redfin.com/IL/Chicago/2051-W-Fargo-Ave-60645/unit-3/home/52638824,MRED,11241916,N,Y,42.016232,-87.682476
MLS Listing,,Condo/Co-op,1440 W Lunt Ave Unit G,Chicago,IL,60626,245000,3,2.0,Bella Fiore,1800,,1920,1,136,297,Active,,,http://www.redfin.com/IL/Chicago/1440-W-Lunt-Ave-60626/unit-G/home/12701774,MRED,11241876,N,Y,42.0093,-87.667503
MLS Listing,,Condo/Co-op,1641 W Pratt Blvd #1,Chicago,IL,60626,189900,2,1.0,CHI - Rogers Park,1000,,1915,1,190,332,Active,,,http://www.redfin.com/IL/Chicago/1641-W-Pratt-Blvd-60626/unit-1/home/12614249,MRED,11241810,N,Y,42.0051996,-87.6716335
MLS Listing,,Condo/Co-op,7409 N Seeley Ave Unit 2A,Chicago,IL,60645,179000,2,1.0,East Ridge Point Condos,1100,,1954,1,163,356,Active,,,http://www.redfin.com/IL/Chicago/7409-N-Seeley-Ave-60645/unit-2A/home/12746524,MRED,11241788,N,Y,42.016092,-87.6815275
MLS Listing,,Condo/Co-op,6145 N Sheridan Rd Unit 29D,Chicago,IL,60660,350000,3,2.0,Tiara,1900,,1970,1,184,993,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/IL/Chicago/6145-N-Sheridan-Rd-60660/unit-29D/home/13412376,MRED,11241796,N,Y,41.993558,-87.654636
MLS Listing,,Condo/Co-op,6458 N Glenwood Ave #2,Chicago,IL,60626,400000,3,2.0,CHI - Rogers Park,2000,,,1,200,383,Active,October-9-2021 12:00 PM,October-9-2021 02:00 PM,http://www.redfin.com/IL/Chicago/6458-N-Glenwood-Ave-60626/unit-2/home/12775007,MRED,11241728,N,Y,41.9996921,-87.6657735
MLS Listing,,Condo/Co-op,6157 N Sheridan Rd Unit 18H,Chicago,IL,60660,142500,1,1.0,El Lago,775,,1960,1,184,498,Active,,,http://www.redfin.com/IL/Chicago/6157-N-Sheridan-Rd-60660/unit-18H/home/13411779,MRED,11241697,N,Y,41.994114,-87.6548493
MLS Listing,,Condo/Co-op,6133 N Hoyne Ave #2,Chicago,IL,60659,144900,1,1.0,CHI - West Ridge,,,1927,1,,249,Active,,,http://www.redfin.com/IL/Chicago/6133-N-Hoyne-Ave-60659/unit-2/home/12632041,MRED,11241656,N,Y,41.9928479,-87.6818204
MLS Listing,,Condo/Co-op,5100 N Marine Dr Unit 4J,Chicago,IL,60640,115000,1,1.0,CHI - Uptown,,,1970,1,,386,Active,,,http://www.redfin.com/IL/Chicago/5100-N-Marine-Dr-60640/unit-4J/home/13399506,MRED,11241651,N,Y,41.9756204,-87.6522943
MLS Listing,,Condo/Co-op,6301 N Sheridan Rd Unit 10J,Chicago,IL,60660,154900,1,1.0,Shoreline Towers,715,,1963,1,217,549,Active,,,http://www.redfin.com/IL/Chicago/6301-N-Sheridan-Rd-60660/unit-10J/home/13412628,MRED,11241628,N,Y,41.9967345,-87.6550688
MLS Listing,,Condo/Co-op,6018 N Rockwell St #3,Chicago,IL,60659,320000,3,2.0,CHI - West Ridge,1600,,2005,1,200,200,Active,,,http://www.redfin.com/IL/Chicago/6018-N-Rockwell-St-60659/unit-3/home/13078783,MRED,11194714,N,Y,41.9910205,-87.6948665
MLS Listing,,Condo/Co-op,1628 W Touhy Ave #201,Chicago,IL,60626,200000,2,1.5,CHI - Rogers Park,1200,,1966,1,167,198,Active,,,http://www.redfin.com/IL/Chicago/1628-W-Touhy-Ave-60626/unit-201/home/13571575,MRED,11241523,N,Y,42.013002,-87.671405
MLS Listing,,Condo/Co-op,4820 N Hoyne Ave #1,Chicago,IL,60625,179900,1,1.0,CHI - Lincoln Square,,,1921,1,,226,Active,,,http://www.redfin.com/IL/Chicago/4820-N-Hoyne-Ave-60625/unit-1/home/18943049,MRED,11241505,N,Y,41.9694142,-87.6818932
MLS Listing,,Condo/Co-op,831 W Ainslie St Unit GF,Chicago,IL,60640,237000,2,1.0,Margate Park,,,1916,1,,238,Active,October-9-2021 02:00 PM,October-9-2021 04:00 PM,http://www.redfin.com/IL/Chicago/831-W-Ainslie-St-60640/unit-GF/home/12624914,MRED,11241490,N,Y,41.9713752,-87.6514642
MLS Listing,,Single Family Residential,1830 W Farragut Ave,Chicago,IL,60640,1297747,5,3.5,CHI - Lincoln Square,,,2014,1,,,Active,,,http://www.redfin.com/IL/Chicago/1830-W-Farragut-Ave-60640/home/13403309,MRED,11241386,N,Y,41.9772138,-87.6760467
MLS Listing,,Single Family Residential,5239 N Magnolia Ave,Chicago,IL,60640,699000,3,1.5,CHI - Edgewater,2505,,1898,1,279,,Active,October-10-2021 01:00 PM,October-10-2021 03:00 PM,http://www.redfin.com/IL/Chicago/5239-N-Magnolia-Ave-60640/home/13402816,MRED,11241344,N,Y,41.9774483,-87.6608681
MLS Listing,,Multi-Family (2-4 Unit),1906 W Foster Ave,Chicago,IL,60640,749000,7,4.0,CHI - Lincoln Square,,,1912,1,,,Active,October-9-2021 01:00 PM,October-9-2021 03:00 PM,http://www.redfin.com/IL/Chicago/1906-W-Foster-Ave-60640/home/13404344,MRED,11241228,N,Y,41.9762642,-87.676784
MLS Listing,,Condo/Co-op,6056 N Claremont Ave #1,Chicago,IL,60659,249800,3,2.5,CHI - West Ridge,1650,,1916,1,151,615,Active,,,http://www.redfin.com/IL/Chicago/6056-N-Claremont-Ave-60659/unit-1/home/12573642,MRED,11241221,N,Y,41.992116,-87.688833
MLS Listing,,Condo/Co-op,6007 N Sheridan Rd Unit 11G,Chicago,IL,60660,239000,1,1.0,CHI - Edgewater,,,1969,1,,504,Active,October-10-2021 10:00 AM,October-10-2021 02:00 PM,http://www.redfin.com/IL/Chicago/6007-N-Sheridan-Rd-60660/unit-11g/home/175987688,MRED,11241220,N,Y,41.9913121,-87.6547605
MLS Listing,,Condo/Co-op,1429 W Elmdale Ave Unit 1A,Chicago,IL,60660,187000,1,1.0,CHI - Edgewater,,,,1,,200,Active,,,http://www.redfin.com/IL/Chicago/1429-W-Elmdale-Ave-60660/unit-1A/home/101668920,MRED,11241197,N,Y,41.990511,-87.666424
MLS Listing,,Condo/Co-op,6007 N Sheridan Rd Unit 34H,Chicago,IL,60660,149000,1,1.0,CHI - Edgewater,1000,,1971,1,149,552,Active,October-10-2021 11:00 AM,October-10-2021 01:00 PM,http://www.redfin.com/IL/Chicago/6007-N-Sheridan-Rd-60660/unit-34H/home/176061171,MRED,11241188,N,Y,41.9913121,-87.6547605
MLS Listing,,Condo/Co-op,6509 N Mozart St Unit 1A,Chicago,IL,60645,129000,1,1.0,Mozart Manor Condominiums,800,,1927,1,161,264,Active,,,http://www.redfin.com/IL/Chicago/6509-N-Mozart-St-60645/unit-1A/home/12991205,MRED,11241169,N,Y,41.9997149,-87.7005587
MLS Listing,,Condo/Co-op,840 W Ainslie St Unit DC,Chicago,IL,60640,120000,1,1.0,CHI - Uptown,500,,1928,1,240,239,Active,,,http://www.redfin.com/IL/Chicago/840-W-Ainslie-St-60640/unit-DC/home/13398140,MRED,11241068,N,Y,41.9719822,-87.6519413
MLS Listing,,Condo/Co-op,5134 N Ashland Ave #2,Chicago,IL,60640,249900,2,1.0,CHI - Uptown,,,1926,1,,391,Active,,,http://www.redfin.com/IL/Chicago/5134-N-Ashland-Ave-60640/unit-2/home/12564608,MRED,11195789,N,Y,41.97539,-87.66997
MLS Listing,,Condo/Co-op,7244 N Hamilton Ave Unit 1E,Chicago,IL,60645,189000,2,1.5,CHI - West Ridge,1000,,,1,189,350,Active,,,http://www.redfin.com/IL/Chicago/7244-N-Hamilton-Ave-60645/unit-1E/home/12796665,MRED,11241030,N,Y,42.01361,-87.685275
MLS Listing,,Condo/Co-op,1346 W Rosemont Ave #3,Chicago,IL,60660,219000,2,1.0,CHI - Edgewater,,,1920,1,,338,Active,October-9-2021 01:30 PM,October-9-2021 03:00 PM,http://www.redfin.com/IL/Chicago/1346-W-Rosemont-Ave-60660/unit-3/home/13413594,MRED,11240883,N,Y,41.9964904,-87.6650024
MLS Listing,,Condo/Co-op,4970 N Marine Dr #224,Chicago,IL,60640,115000,1,1.0,CHI - Uptown,650,,1953,1,177,439,Active,,,http://www.redfin.com/IL/Chicago/4970-N-Marine-Dr-60640/unit-224/home/12717087,MRED,11240851,N,Y,41.9732003,-87.6518246
MLS Listing,,Condo/Co-op,5320 N Sheridan Rd #809,Chicago,IL,60640,229900,2,2.0,CHI - Edgewater,,,1982,1,,570,Active,October-9-2021 12:00 PM,October-9-2021 01:00 PM,http://www.redfin.com/IL/Chicago/5320-N-Sheridan-Rd-60640/unit-809/home/12743196,MRED,11240840,N,Y,41.9795264,-87.6555689
MLS Listing,,Townhouse,4222 W Harrington Ln #4222,Chicago,IL,60646,439900,4,3.5,CHI - Forest Glen,,,1991,1,,375,Active,,,http://www.redfin.com/IL/Chicago/4222-Harrington-Ln-60646/unit-4222/home/176675125,MRED,11240772,N,Y,41.9897917,-87.7345937
MLS Listing,,Condo/Co-op,1215 W Gunnison St #312,Chicago,IL,60640,350000,2,1.5,CHI - Uptown,,,1932,1,,385,Active,,,http://www.redfin.com/IL/Chicago/1215-W-Gunnison-St-60640/unit-312/home/18936183,MRED,11240735,N,Y,41.9700224,-87.660044
MLS Listing,,Condo/Co-op,2035 W Granville Ave #211,Chicago,IL,60659,110000,1,1.0,CHI - West Ridge,,,1962,1,,201,Active,,,http://www.redfin.com/IL/Chicago/2035-W-Granville-Ave-60659/unit-211/home/12995800,MRED,11240688,N,Y,41.9938264,-87.6814564
MLS Listing,,Condo/Co-op,935 W Argyle St Unit 2W,Chicago,IL,60640,379900,3,1.5,Margate Park,1616,,,1,235,718,Active,October-9-2021 01:00 PM,October-9-2021 03:00 PM,http://www.redfin.com/IL/Chicago/935-W-Argyle-St-60640/unit-2W/home/176674817,MRED,11239773,N,Y,41.973186,-87.654007
MLS Listing,,Condo/Co-op,5231 N Winthrop Ave Unit 3N,Chicago,IL,60640,325000,2,2.0,CHI - Edgewater,1300,,,1,250,350,Active,October-10-2021 11:00 AM,October-10-2021 01:00 PM,http://www.redfin.com/IL/Chicago/5231-N-Winthrop-Ave-60640/unit-3N/home/12773744,MRED,11217731,N,Y,41.9772748,-87.6576922
MLS Listing,,Townhouse,4845 N Pulaski Rd,Chicago,IL,60630,265000,2,2.0,CHI - Albany Park,1600,,2001,1,166,190,Active,October-9-2021 12:00 PM,October-9-2021 02:00 PM,http://www.redfin.com/IL/Chicago/4845-N-Pulaski-Rd-60630/home/12669213,MRED,11240369,N,Y,41.9696936,-87.727824
MLS Listing,,Condo/Co-op,6612 N Ashland Ave #1,Chicago,IL,60626,240000,2,2.0,CHI - Rogers Park,,,1916,1,,288,Active,,,http://www.redfin.com/IL/Chicago/6612-N-Ashland-Ave-60626/unit-1/home/12605331,MRED,11240336,N,Y,42.002298,-87.6709983
MLS Listing,,Single Family Residential,5944 N Rockwell St,Chicago,IL,60659,289900,2,1.0,CHI - West Ridge,1200,3720,1924,1,242,,Active,,,http://www.redfin.com/IL/Chicago/5944-N-Rockwell-St-60659/home/13519064,MRED,11240302,N,Y,41.9898958,-87.6948011
MLS Listing,,Townhouse,4880 N Hermitage Ave Unit C,Chicago,IL,60640,399900,3,1.5,CHI - Uptown,1716,,1969,1,233,,Active,,,http://www.redfin.com/IL/Chicago/4880-N-Hermitage-Ave-60640/unit-C/home/13402803,MRED,11240299,N,Y,41.9711604,-87.6730838
MLS Listing,,Condo/Co-op,1528 W Ardmore Ave Unit 3W,Chicago,IL,60660,298000,2,1.0,CHI - Edgewater,1200,,1921,1,248,208,Active,,,http://www.redfin.com/IL/Chicago/1528-W-Ardmore-Ave-60660/unit-3W/home/39932567,MRED,11240282,N,Y,41.9882148,-87.668707
MLS Listing,,Condo/Co-op,5925 N Kenmore Ave #3,Chicago,IL,60660,315000,2,2.0,CHI - Edgewater,1604,,1896,1,196,522,Active,October-9-2021 12:00 PM,October-9-2021 02:00 PM,http://www.redfin.com/IL/Chicago/5925-N-Kenmore-Ave-60660/unit-3/home/12745012,MRED,11240261,N,Y,41.989846,-87.656393
MLS Listing,,Multi-Family (2-4 Unit),5805 N Magnolia Ave,Chicago,IL,60660,659900,6,2.0,Magnolia Glen,,,1905,1,,,Active,,,http://www.redfin.com/IL/Chicago/5805-N-Magnolia-Ave-60660/unit-2/home/13409459,MRED,11240225,N,Y,41.9871376,-87.6611474
MLS Listing,,Condo/Co-op,7409 N Seeley Ave Unit 3A,Chicago,IL,60645,175000,2,1.0,CHI - Rogers Park,1122,,,1,156,367,Active,October-9-2021 12:00 PM,October-9-2021 01:30 PM,http://www.redfin.com/IL/Chicago/7409-N-Seeley-Ave-60645/unit-3A/home/12757319,MRED,11240226,N,Y,42.016092,-87.6815275
MLS Listing,,Multi-Family (2-4 Unit),5230 N Wayne Ave,Chicago,IL,60640,1000000,8,4.0,CHI - Edgewater,,,1916,1,,,Active,October-9-2021 12:00 PM,October-9-2021 03:00 PM,http://www.redfin.com/IL/Chicago/5230-N-Wayne-Ave-60640/home/13402818,MRED,11235013,N,Y,41.9771997,-87.6638734
MLS Listing,,Condo/Co-op,6334 N Sheridan Rd Unit 3C,Chicago,IL,60660,135000,1,1.0,CHI - Edgewater,,,1924,1,,490,Active,,,http://www.redfin.com/IL/Chicago/6334-N-Sheridan-Rd-60660/unit-3C/home/176672461,MRED,11240136,N,Y,41.997615,-87.656029
MLS Listing,,Condo/Co-op,5643 N Kenmore Ave Unit G,Chicago,IL,60660,180000,2,2.0,CHI - Edgewater,1599,,1910,1,113,513,Active,,,http://www.redfin.com/IL/Chicago/5643-N-Kenmore-Ave-60660/unit-G/home/12663596,MRED,11240103,N,Y,41.984952,-87.65625
MLS Listing,,Multi-Family (2-4 Unit),7411 N Wolcott Ave,Chicago,IL,60626,349900,4,4.0,CHI - Rogers Park,,,1942,1,,,Active,,,http://www.redfin.com/IL/Chicago/7411-N-Wolcott-Ave-60626/home/13572864,MRED,11240090,N,Y,42.0170823,-87.6771637
MLS Listing,,Single Family Residential,3724 W Albion Ave,Lincolnwood,IL,60712,299613,3,1.0,Lincolnwood,1500,5623,,2,200,,Active,,,http://www.redfin.com/IL/Lincolnwood/3724-Albion-Ave-60712/home/13587963,MRED,11240075,N,Y,42.0010869,-87.7225528
MLS Listing,,Condo/Co-op,7312 N Hamilton Ave #204,Chicago,IL,60645,148600,1,1.0,CHI - West Ridge,800,,1926,2,186,355,Active,,,http://www.redfin.com/IL/Chicago/7312-N-Hamilton-Ave-60645/unit-204/home/176659098,MRED,11240020,N,Y,42.014498,-87.685314
MLS Listing,,Condo/Co-op,6325 N Sheridan Rd #903,Chicago,IL,60660,184900,2,2.0,CHI - Edgewater,1250,,1974,2,148,806,Active,,,http://www.redfin.com/IL/Chicago/6325-N-Sheridan-Rd-60660/unit-903/home/13412623,MRED,11239998,N,Y,41.9971722,-87.6550508
MLS Listing,,Single Family Residential,2419 W Carmen Ave,Chicago,IL,60625,1199000,4,3.5,CHI - Lincoln Square,3800,3850,1904,2,316,,Active,October-10-2021 11:00 AM,October-10-2021 02:00 PM,http://www.redfin.com/IL/Chicago/2419-W-Carmen-Ave-60625/home/13490195,MRED,11239986,N,Y,41.9738911,-87.6899007
MLS Listing,,Condo/Co-op,5056 N Marine Dr Unit A5,Chicago,IL,60640,105000,1,1.0,CHI - Uptown,850,,1939,2,124,750,Active,,,http://www.redfin.com/IL/Chicago/5056-N-Marine-Dr-60640/unit-A5/home/13399137,MRED,11239859,N,Y,41.9747942,-87.6519797
MLS Listing,,Condo/Co-op,1709 W Greenleaf Ave #3,Chicago,IL,60626,199900,2,2.0,CHI - Rogers Park,1300,,,2,154,344,Active,,,http://www.redfin.com/IL/Chicago/1709-W-Greenleaf-Ave-60626/unit-3/home/171310831,MRED,11239831,N,Y,42.0098662,-87.6726192
MLS Listing,,Condo/Co-op,1263 W Columbia Ave #3,Chicago,IL,60626,249000,3,1.5,CHI - Rogers Park,1500,,,2,166,250,Active,,,http://www.redfin.com/IL/Chicago/1263-W-Columbia-Ave-60626/unit-3/home/176652704,MRED,11239727,N,Y,42.004213,-87.663379
MLS Listing,,Condo/Co-op,5526 N Magnolia Ave #32,Chicago,IL,60640,449900,2,2.0,CHI - Edgewater,,,,2,,250,Active,October-9-2021 10:30 AM,October-9-2021 12:00 PM,http://www.redfin.com/IL/Chicago/5526-N-Magnolia-Ave-60640/unit-32/home/174139515,MRED,11239698,N,Y,41.9826377,-87.6617027
MLS Listing,,Townhouse,6445 N Whipple St #6445,Chicago,IL,60645,350000,3,1.5,CHI - West Ridge,,,1950,2,,,Active,,,http://www.redfin.com/IL/Chicago/6445-N-Whipple-St-60645/unit-6445/home/21796371,MRED,11239631,N,Y,41.9987567,-87.7055227
MLS Listing,,Single Family Residential,1621 W Rosehill Dr,Chicago,IL,60660,1299900,5,3.5,CHI - Edgewater,3720,3554,2004,2,349,,Active,,,http://www.redfin.com/IL/Chicago/1621-W-Rosehill-Dr-60660/home/12686069,MRED,11239615,N,Y,41.986516,-87.670484
MLS Listing,,Condo/Co-op,5130 N Winchester Ave #2,Chicago,IL,60640,295000,2,1.0,CHI - Lincoln Square,,,,2,,258,Active,October-9-2021 02:00 PM,October-9-2021 04:00 PM,http://www.redfin.com/IL/Chicago/5130-N-Winchester-Ave-60640/unit-2/home/26807067,MRED,11239564,N,Y,41.9757339,-87.6780874
