SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),5422 W Jackson Blvd,Chicago,IL,60644,209900,8,3.0,CHI - Austin,,4356,1919,1,,,Active,,,http://www.redfin.com/IL/Chicago/5422-W-Jackson-Blvd-60644/unit-1/home/13253440,MRED,11241456,N,Y,41.876818,-87.7604696
MLS Listing,,Single Family Residential,931 S Humphrey Ave,Oak Park,IL,60304,444400,4,2.0,Oak Park,1515,,1915,1,293,,Active,October-10-2021 12:00 PM,October-10-2021 02:00 PM,http://www.redfin.com/IL/Oak-Park/931-S-Humphrey-Ave-60304/home/13251229,MRED,11241301,N,Y,41.8716461,-87.7758529
MLS Listing,,Multi-Family (2-4 Unit),3823 W Grenshaw St,Chicago,IL,60624,85000,4,3.0,CHI - North Lawndale,,,1900,1,,,Active,,,http://www.redfin.com/IL/Chicago/3823-W-Grenshaw-St-60624/home/13257314,MRED,11241227,N,Y,41.8668946,-87.7211643
MLS Listing,,Townhouse,3149 W Lexington St #3,Chicago,IL,60612,234900,3,2.0,CHI - East Garfield Park,1600,,2008,1,147,,Active,,,http://www.redfin.com/IL/Chicago/3149-W-Lexington-St-60612/unit-3/home/45510991,MRED,11240945,N,Y,41.8717206,-87.7054391
MLS Listing,,Multi-Family (2-4 Unit),3843 W Fillmore St,Chicago,IL,60624,350000,5,2.0,CHI - North Lawndale,,,1905,1,,,Active,,,http://www.redfin.com/IL/Chicago/3843-W-Fillmore-St-60624/home/13257131,MRED,11240743,N,Y,41.86778,-87.721884
MLS Listing,,Single Family Residential,4210 W Cullerton St,Chicago,IL,60623,119000,3,2.0,CHI - North Lawndale,1281,3750,2008,1,93,,Active,,,http://www.redfin.com/IL/Chicago/4210-W-Cullerton-St-60623/home/18953736,MRED,11240268,N,Y,41.8545059,-87.7302094
MLS Listing,,Multi-Family (2-4 Unit),5020 W Ohio St,Chicago,IL,60644,389000,4,2.0,CHI - Austin,,3049,1893,1,,,Active,,,http://www.redfin.com/IL/Chicago/5020-W-Ohio-St-60644/unit-2/home/13264474,MRED,11240237,N,Y,41.891587,-87.751479
MLS Listing,,Multi-Family (2-4 Unit),1444 S Rockwell St,Chicago,IL,60608,430000,4,2.0,CHI - North Lawndale,,25700,1895,2,,,Active,,,http://www.redfin.com/IL/Chicago/1444-S-Rockwell-St-60608/home/13233193,MRED,11239855,N,Y,41.8615922,-87.6910759
MLS Listing,,Single Family Residential,2665 W Maypole Ave,Chicago,IL,60612,389900,3,2.5,CHI - East Garfield Park,1578,1916,2020,2,247,,Active,,,http://www.redfin.com/IL/Chicago/2665-W-Maypole-Ave-60612/home/147815758,MRED,11239667,N,Y,41.8835179,-87.693415
MLS Listing,,Vacant Land,638 N Leamington Ave,Chicago,IL,60644,7500,,,CHI - Austin,,,,2,,,Active,,,http://www.redfin.com/IL/Chicago/638-N-Leamington-Ave-60644/home/176651947,MRED,11239473,N,Y,41.892492,-87.7546349
MLS Listing,,Multi-Family (2-4 Unit),571 N Lockwood Ave,Chicago,IL,60644,440000,8,3.0,CHI - Austin,,4356,1912,2,,,Active,,,http://www.redfin.com/IL/Chicago/571-N-Lockwood-Ave-60644/home/13265988,MRED,11239134,N,Y,41.8909494,-87.7576317
MLS Listing,,Single Family Residential,4234 W Maypole Ave,Chicago,IL,60624,221000,5,2.5,CHI - West Garfield Park,2094,,,3,106,,Active,,,http://www.redfin.com/IL/Chicago/4234-W-Maypole-Ave-60624/home/13262888,MRED,11232047,N,Y,41.8849175,-87.7320337
MLS Listing,,Multi-Family (2-4 Unit),3615 W Flournoy St,Chicago,IL,60624,279900,6,2.0,CHI - East Garfield Park,,,1916,3,,,Active,,,http://www.redfin.com/IL/Chicago/3615-W-Flournoy-St-60624/unit-2/home/13256796,MRED,11238873,N,Y,41.8724765,-87.7162226
MLS Listing,,Multi-Family (2-4 Unit),4455 W Jackson Blvd,Chicago,IL,60624,369000,9,3.0,CHI - West Garfield Park,,,1893,3,,,Active,,,http://www.redfin.com/IL/Chicago/4455-W-Jackson-Blvd-60624/unit-1/home/13256386,MRED,11238804,N,Y,41.876674,-87.737425
MLS Listing,,Multi-Family (2-4 Unit),4840 W Fulton St,Chicago,IL,60644,179000,5,2.0,CHI - Austin,,3049,,3,,,Active,,,http://www.redfin.com/IL/Chicago/4840-W-Fulton-St-60644/home/13263345,MRED,11238776,N,Y,41.8859575,-87.7471498
MLS Listing,,Multi-Family (2-4 Unit),2334 S Trumbull Ave,Chicago,IL,60623,209900,6,2.0,CHI - South Lawndale,,,,3,,,Active,,,http://www.redfin.com/IL/Chicago/2334-S-Trumbull-Ave-60623/home/14151645,MRED,11238770,N,Y,41.8487924,-87.7114984
MLS Listing,,Condo/Co-op,3315 W Warren Blvd #3,Chicago,IL,60624,185000,3,2.0,CHI - East Garfield Park,1400,,2005,3,132,100,Active,,,http://www.redfin.com/IL/Chicago/3315-W-Warren-Blvd-60624/unit-3/home/12668347,MRED,11238513,N,Y,41.8815743,-87.7092588
MLS Listing,,Vacant Land,1506 S Lawndale Ave,Chicago,IL,60623,7200,,,CHI - North Lawndale,,3049,,3,,,Active,,,http://www.redfin.com/IL/Chicago/1506-S-Lawndale-Ave-60623/home/18243649,MRED,11238176,N,Y,41.860425,-87.718034
MLS Listing,,Vacant Land,1551 S Central Park Ave,Chicago,IL,60623,8000,,,CHI - North Lawndale,,3049,,3,,,Active,,,http://www.redfin.com/IL/Chicago/1551-S-Central-Park-Ave-60623/home/13233759,MRED,11238154,N,Y,41.859307,-87.714865
MLS Listing,,Vacant Land,1900 S Christiana Ave,Chicago,IL,60623,389000,,,CHI - North Lawndale,,,,3,,,Active,,,http://www.redfin.com/IL/Chicago/1900-S-Christiana-Ave-60623/home/21683509,MRED,11238027,N,Y,41.855217,-87.709348
MLS Listing,,Multi-Family (2-4 Unit),1227 S Kildare Ave,Chicago,IL,60623,279000,6,2.0,CHI - North Lawndale,,,1910,3,,,Active,,,http://www.redfin.com/IL/Chicago/1227-S-Kildare-Ave-60623/home/13236986,MRED,11238024,N,Y,41.8652887,-87.7322099
MLS Listing,,Multi-Family (2-4 Unit),2547 S Avers Ave,Chicago,IL,60623,210000,4,2.0,CHI - South Lawndale,,,1910,3,,,Active,,,http://www.redfin.com/IL/Chicago/2547-S-Avers-Ave-60623/home/14150725,MRED,11237956,N,Y,41.8447732,-87.7205903
MLS Listing,,Multi-Family (2-4 Unit),3838 W Adams St,Chicago,IL,60624,499000,11,5.5,CHI - West Garfield Park,,3049,1910,4,,,Active,,,http://www.redfin.com/IL/Chicago/3838-W-Adams-St-60624/unit-1ST/home/13257772,MRED,11237829,N,Y,41.878273,-87.722287
MLS Listing,,Single Family Residential,1314 S 59th Ave,Cicero,IL,60804,249900,4,3.0,Cicero,1574,4190,1913,4,159,,Active,,,http://www.redfin.com/IL/Cicero/1314-S-59th-Ave-60804/home/13241915,MRED,11237771,N,Y,41.8630767,-87.771894
MLS Listing,,Single Family Residential,2752 W Monroe St,Chicago,IL,60612,569000,4,3.5,CHI - East Garfield Park,3050,,2021,4,187,,Active,,,http://www.redfin.com/IL/Chicago/2752-W-Monroe-St-60612/home/147713358,MRED,11237519,N,Y,41.8802956,-87.6960584
MLS Listing,,Multi-Family (2-4 Unit),1307 S 57th Ct,Cicero,IL,60804,289999,5,3.0,Cicero,,3049,1913,4,,,Active,,,http://www.redfin.com/IL/Cicero/1307-S-57th-Ct-60804/unit-2/home/13242673,MRED,11237106,N,Y,41.8633834,-87.7677042
MLS Listing,,Multi-Family (2-4 Unit),3009 W 21st Pl,Chicago,IL,60623,449900,5,3.0,CHI - South Lawndale,,,1898,6,,,Active,,,http://www.redfin.com/IL/Chicago/3009-W-21st-Pl-60623/home/13231887,MRED,11236147,N,Y,41.8525878,-87.7007716
MLS Listing,,Multi-Family (2-4 Unit),3510 W Polk St,Chicago,IL,60624,299900,8,3.0,CHI - East Garfield Park,,3484,1906,6,,,Active,,,http://www.redfin.com/IL/Chicago/3510-W-Polk-St-60624/home/13256999,MRED,11236074,N,Y,41.871088,-87.7136633
MLS Listing,,Multi-Family (2-4 Unit),2354 S Christiana Ave,Chicago,IL,60623,309900,4,2.0,CHI - South Lawndale,,,,7,,,Active,,,http://www.redfin.com/IL/Chicago/2354-S-Christiana-Ave-60623/unit-1/home/14150469,MRED,11235960,N,Y,41.84827,-87.7091217
MLS Listing,,Single Family Residential,916 Lyman Ave,Oak Park,IL,60304,335000,3,1.5,Oak Park,1310,3149,1922,7,256,,Active,October-10-2021 12:00 PM,October-10-2021 01:30 PM,http://www.redfin.com/IL/Oak-Park/916-Lyman-Ave-60304/home/13250891,MRED,11235199,N,Y,41.8720955,-87.776535
MLS Listing,,Multi-Family (2-4 Unit),2405 S Troy St,Chicago,IL,60623,269999,5,2.0,CHI - South Lawndale,,,1913,7,,,Active,,,http://www.redfin.com/IL/Chicago/2405-S-Troy-St-60623/unit-2G/home/13230951,MRED,11235134,N,Y,41.8479672,-87.7036558
MLS Listing,,Condo/Co-op,126 N Austin Blvd Unit 1N,Oak Park,IL,60302,225000,3,2.0,Oak Park,1700,,1929,7,132,368,Active,,,http://www.redfin.com/IL/Oak-Park/126-N-Austin-Blvd-60302/unit-1N/home/108543112,MRED,11235149,N,Y,41.8830352,-87.7751237
MLS Listing,,Multi-Family (2-4 Unit),1453 S Tripp Ave,Chicago,IL,60623,479000,15,7.0,CHI - North Lawndale,,3484,,7,,,Active,,,http://www.redfin.com/IL/Chicago/1453-S-Tripp-Ave-60623/home/171314059,MRED,11234786,N,Y,41.8609075,-87.7307961
MLS Listing,,Multi-Family (2-4 Unit),4418 W Wilcox St,Chicago,IL,60624,364000,7,2.0,CHI - West Garfield Park,,3049,1895,8,,,Active,,,http://www.redfin.com/IL/Chicago/4418-W-Wilcox-St-60624/home/13255609,MRED,11234658,N,Y,41.8789391,-87.7362106
MLS Listing,,Multi-Family (2-4 Unit),1316 S Independence Blvd,Chicago,IL,60623,489000,14,5.5,CHI - North Lawndale,,,1924,8,,,Active,,,http://www.redfin.com/IL/Chicago/1316-S-Independence-Blvd-60623/home/52637008,MRED,11234437,N,Y,41.8638534,-87.7203979
MLS Listing,,Multi-Family (2-4 Unit),2955 W Wilcox St,Chicago,IL,60612,675000,11,7.0,CHI - East Garfield Park,,,2004,8,,,Active,,,http://www.redfin.com/IL/Chicago/2955-W-Wilcox-St-60612/home/13258432,MRED,11234144,N,Y,41.8789754,-87.7008456
MLS Listing,,Single Family Residential,1307 S 61st Ave,Cicero,IL,60804,225000,3,1.0,Cicero,1197,,1921,8,188,,Active,,,http://www.redfin.com/IL/Cicero/1307-S-61st-Ave-60804/home/13241109,MRED,11234008,N,Y,41.8632001,-87.7762756
MLS Listing,,Single Family Residential,4923 W Ohio St,Chicago,IL,60644,75000,2,1.0,CHI - Austin,950,,1906,8,79,,Active,,,http://www.redfin.com/IL/Chicago/4923-W-Ohio-St-60644/home/13264351,MRED,11233935,N,Y,41.8911713,-87.7491337
MLS Listing,,Vacant Land,4305 W 16th St,Chicago,IL,60623,115000,,,CHI - North Lawndale,,9147,,8,,,Active,,,http://www.redfin.com/IL/Chicago/4305-W-16th-St-60623/home/176575628,MRED,11233867,N,Y,41.858493,-87.732534
MLS Listing,,Condo/Co-op,5905 W Corcoran Pl Unit 3E,Chicago,IL,60644,179900,2,2.0,CHI - Austin,1400,,2005,8,129,,Active,,,http://www.redfin.com/IL/Chicago/5905-W-Corcoran-Pl-60644/unit-3E/home/26811105,MRED,11233836,N,Y,41.886893,-87.772435
MLS Listing,,Condo/Co-op,5905 W Corcoran Pl Unit 1W,Chicago,IL,60644,179900,2,2.0,CHI - Austin,1400,,2005,8,129,125,Active,,,http://www.redfin.com/IL/Chicago/5905-W-Corcoran-Pl-60644/unit-1W/home/26811126,MRED,11233819,N,Y,41.886893,-87.772435
MLS Listing,,Condo/Co-op,3341 W Warren Blvd #3,Chicago,IL,60624,199000,3,2.0,CHI - East Garfield Park,1525,,2002,8,130,180,Active,,,http://www.redfin.com/IL/Chicago/3341-W-Warren-Blvd-60624/unit-3/home/12699372,MRED,11233659,N,Y,41.8815852,-87.7102187
MLS Listing,,Single Family Residential,1037 S Humphrey Ave,Oak Park,IL,60304,415000,3,2.0,Oak Park,1631,4199,1915,8,254,,Active,,,http://www.redfin.com/IL/Oak-Park/1037-S-Humphrey-Ave-60304/home/13250326,MRED,11233412,N,Y,41.8693567,-87.775776
MLS Listing,,Condo/Co-op,3343 W Warren Blvd #2,Chicago,IL,60624,217500,3,2.0,CHI - East Garfield Park,,,2002,9,,200,Active,,,http://www.redfin.com/IL/Chicago/3343-W-Warren-Blvd-60624/unit-2/home/12698757,MRED,11048990,N,Y,41.8816065,-87.7103149
MLS Listing,,Multi-Family (2-4 Unit),3136 W Fillmore St,Chicago,IL,60612,399000,9,6.0,CHI - North Lawndale,,,2007,9,,,Active,,,http://www.redfin.com/IL/Chicago/3136-W-Fillmore-St-60612/home/45510986,MRED,11233255,N,Y,41.8684667,-87.7046951
MLS Listing,,Condo/Co-op,3044 W Franklin Blvd #1,Chicago,IL,60612,350000,4,3.0,CHI - Humboldt Park,2600,,2007,9,135,250,Active,,,http://www.redfin.com/IL/Chicago/3044-W-Franklin-Blvd-60612/unit-1/home/26811010,MRED,11233064,N,Y,41.8905806,-87.7033397
MLS Listing,,Single Family Residential,2944 W Wilcox St,Chicago,IL,60612,279000,4,1.5,CHI - East Garfield Park,1120,1271,1890,9,249,,Active,,,http://www.redfin.com/IL/Chicago/2944-W-Wilcox-St-60612/home/13259479,MRED,11232439,N,Y,41.879377,-87.7004819
MLS Listing,,Multi-Family (2-4 Unit),3255 W Lexington St,Chicago,IL,60624,425000,9,6.0,CHI - East Garfield Park,,2613,2007,10,,,Active,,,http://www.redfin.com/IL/Chicago/3255-W-Lexington-St-60624/home/12623776,MRED,11232309,N,Y,41.8716736,-87.7080055
MLS Listing,,Vacant Land,1220 S Komensky Ave,Chicago,IL,60623,15000,,,CHI - North Lawndale,,2613,,10,,,Active,,,http://www.redfin.com/IL/Chicago/1220-S-Komensky-Ave-60623/home/21871768,MRED,11232029,N,Y,41.865467,-87.726712
MLS Listing,,Condo/Co-op,3700 W Cermak Rd #3,Chicago,IL,60623,110000,3,1.0,CHI - North Lawndale,1200,,,10,92,,Active,,,http://www.redfin.com/IL/Chicago/3700-W-Cermak-Rd-60623/unit-3/home/26811499,MRED,11231749,N,Y,41.8518425,-87.7176042
MLS Listing,,Condo/Co-op,2724 W Warren Blvd Unit 2W,Chicago,IL,60612,199000,2,1.5,CHI - East Garfield Park,1200,,2004,10,166,147,Active,,,http://www.redfin.com/IL/Chicago/2724-W-Warren-Blvd-60612/unit-2W/home/12698816,MRED,11231672,N,Y,41.8822116,-87.6949744
MLS Listing,,Multi-Family (2-4 Unit),3637 W Lexington St,Chicago,IL,60624,407499,9,6.0,CHI - East Garfield Park,,3049,2005,10,,,Active,,,http://www.redfin.com/IL/Chicago/3637-W-Lexington-St-60624/home/13257205,MRED,11231398,N,Y,41.8715079,-87.7170661
MLS Listing,,Single Family Residential,2527 W Warren Blvd,Chicago,IL,60612,749900,4,3.5,CHI - Near West Side,,3005,2021,11,,,Active,,,http://www.redfin.com/IL/Chicago/2527-W-Warren-Blvd-60612/home/106099223,MRED,11230642,N,Y,41.8817949,-87.689594
MLS Listing,,Townhouse,340 S Lavergne Ave,Chicago,IL,60644,140000,2,1.5,CHI - Austin,900,,1958,11,156,,Active,,,http://www.redfin.com/IL/Chicago/340-S-Lavergne-Ave-60644/home/13252205,MRED,11230353,N,Y,41.8755114,-87.7494404
MLS Listing,,Single Family Residential,4904 W Polk St,Chicago,IL,60644,195000,4,2.5,CHI - Austin,1548,3471,1895,11,126,,Active,,,http://www.redfin.com/IL/Chicago/4904-W-Polk-St-60644/home/13252633,MRED,11230315,N,Y,41.8704678,-87.7472454
MLS Listing,,Single Family Residential,4100 W Gladys Ave,Chicago,IL,60624,329900,3,2.5,CHI - West Garfield Park,1373,3249,2003,12,240,,Active,,,http://www.redfin.com/IL/Chicago/4100-W-Gladys-Ave-60624/home/12699366,MRED,11230206,N,Y,41.8763174,-87.7280989
MLS Listing,,Single Family Residential,500 N Lavergne Ave,Chicago,IL,60644,275000,3,2.0,CHI - Austin,950,3484,1958,14,289,,Active,,,http://www.redfin.com/IL/Chicago/500-N-Lavergne-Ave-60644/home/13264788,MRED,11229423,N,Y,41.8894965,-87.7507104
MLS Listing,,Single Family Residential,2513 W Warren Blvd,Chicago,IL,60612,375000,6,1.5,CHI - Near West Side,,,1885,14,,,Active,,,http://www.redfin.com/IL/Chicago/2513-W-Warren-Blvd-60612/home/13260066,MRED,11228932,N,Y,41.8818808,-87.6891025
MLS Listing,,Multi-Family (2-4 Unit),1432 S Springfield Ave,Chicago,IL,60623,269000,6,2.0,CHI - North Lawndale,,,1905,14,,,Active,,,http://www.redfin.com/IL/Chicago/1432-S-Springfield-Ave-60623/unit-1/home/13234923,MRED,11228928,N,Y,41.8615645,-87.7228125
MLS Listing,,Multi-Family (2-4 Unit),3501 W Walnut St,Chicago,IL,60624,389900,8,4.0,CHI - East Garfield Park,,2178,1891,14,,,Active,,,http://www.redfin.com/IL/Chicago/3501-W-Walnut-St-60624/home/13260491,MRED,11228800,N,Y,41.8852799,-87.7137403
MLS Listing,,Multi-Family (2-4 Unit),2637 S Saint Louis Ave,Chicago,IL,60623,229900,4,2.0,CHI - South Lawndale,,,1905,14,,,Active,,,http://www.redfin.com/IL/Chicago/2637-S-St-Louis-Ave-60623/home/14147963,MRED,11228746,N,Y,41.8432958,-87.7121142
MLS Listing,,Multi-Family (2-4 Unit),717 S California Ave,Chicago,IL,60612,499000,7,3.0,CHI - East Garfield Park,,,1895,14,,,Active,,,http://www.redfin.com/IL/Chicago/717-S-California-Ave-60612/home/13258484,MRED,11228716,N,Y,41.8722935,-87.6958311
MLS Listing,,Multi-Family (2-4 Unit),1317 S Homan Ave,Chicago,IL,60623,239000,5,2.0,CHI - North Lawndale,,,1898,14,,,Active,,,http://www.redfin.com/IL/Chicago/1317-S-Homan-Ave-60623/home/13233563,MRED,11228638,N,Y,41.8639519,-87.710209
MLS Listing,,Vacant Land,807-11 S California Ave,Chicago,IL,60612,165000,,,CHI - East Garfield Park,,,,14,,,Active,,,http://www.redfin.com/IL/Chicago/807-S-California-Ave-60612/home/147713475,MRED,11228632,N,Y,41.870792,-87.695634
MLS Listing,,Multi-Family (2-4 Unit),4656 W Adams St,Chicago,IL,60644,245000,4,2.0,CHI - Austin,,3920,1913,15,,,Active,,,http://www.redfin.com/IL/Chicago/4656-W-Adams-St-60644/home/13256102,MRED,11228232,N,Y,41.8783339,-87.7425983
MLS Listing,,Multi-Family (2-4 Unit),2529 W Congress Pkwy,Chicago,IL,60612,850000,6,6.0,CHI - Near West Side,,3049,2019,15,,,Active,,,http://www.redfin.com/IL/Chicago/2529-W-Congress-Pkwy-60612/home/176502228,MRED,11227454,N,Y,41.874835,-87.6899234
MLS Listing,,Multi-Family (2-4 Unit),4426 W Jackson Blvd,Chicago,IL,60624,321000,7,3.0,CHI - West Garfield Park,,3049,1901,16,,,Active,,,http://www.redfin.com/IL/Chicago/4426-W-Jackson-Blvd-60624/home/13255847,MRED,11226617,N,Y,41.8772019,-87.736426
MLS Listing,,Multi-Family (2-4 Unit),2527 W Congress Pkwy,Chicago,IL,60612,850000,6,6.0,CHI - Near West Side,,3049,2019,16,,,Active,,,http://www.redfin.com/IL/Chicago/2527-W-Congress-Pkwy-60612/home/176497520,MRED,11226572,N,Y,41.8748354,-87.6898385
MLS Listing,,Multi-Family (2-4 Unit),4249 W Jackson Blvd,Chicago,IL,60624,139900,7,2.0,CHI - West Garfield Park,,3049,1900,16,,,Active,,,http://www.redfin.com/IL/Chicago/4249-W-Jackson-Blvd-60624/home/13255096,MRED,11226434,N,Y,41.876731,-87.732327
MLS Listing,,Townhouse,2455 W Ohio St Unit 6E,Chicago,IL,60612,585000,3,3.0,Smith Park Commons,2500,,1999,16,234,235,Active,,,http://www.redfin.com/IL/Chicago/2455-W-Ohio-St-60612/unit-6E/home/40378409,MRED,11226407,N,Y,41.8915433,-87.6885826
MLS Listing,,Condo/Co-op,623 S Central Park Ave Unit G,Chicago,IL,60624,70500,1,2.0,CHI - East Garfield Park,835,,1911,16,84,128,Active,,,http://www.redfin.com/IL/Chicago/623-S-Central-Park-Ave-60624/unit-G/home/12675290,MRED,11226312,N,Y,41.8728148,-87.7152645
MLS Listing,,Condo/Co-op,150 N Austin Blvd Unit 2B,Oak Park,IL,60302,179000,3,2.0,Oak Park,1170,,1925,16,153,378,Active,,,http://www.redfin.com/IL/Oak-Park/150-N-Austin-Blvd-60302/unit-2B/home/13266740,MRED,11226222,N,Y,41.8838652,-87.7751418
MLS Listing,,Multi-Family (2-4 Unit),2637 W Luther St,Chicago,IL,60608,425000,6,3.0,CHI - South Lawndale,,,1898,17,,,Active,,,http://www.redfin.com/IL/Chicago/2637-W-Luther-St-60608/home/13230975,MRED,11225709,N,Y,41.8469559,-87.6918749
MLS Listing,,Multi-Family (2-4 Unit),2639 W Luther St,Chicago,IL,60608,275000,5,2.5,CHI - South Lawndale,,,1898,17,,,Active,,,http://www.redfin.com/IL/Chicago/2639-W-Luther-St-60608/unit-2/home/13230976,MRED,11225680,N,Y,41.8469989,-87.6919473
MLS Listing,,Multi-Family (2-4 Unit),2420 S Sawyer Ave,Chicago,IL,60623,295000,8,3.0,CHI - South Lawndale,,,1905,17,,,Active,,,http://www.redfin.com/IL/Chicago/2420-S-Sawyer-Ave-60623/home/14149190,MRED,11225287,N,Y,41.8474474,-87.7067738
MLS Listing,,Vacant Land,2705 W Washington Blvd,Chicago,IL,60612,170000,,,CHI - East Garfield Park,,,,17,,,Active,,,http://www.redfin.com/IL/Chicago/2705-W-Washington-Blvd-60612/home/147713292,MRED,11225143,N,Y,41.882636,-87.69427
MLS Listing,,Vacant Land,2735 W Wilcox St,Chicago,IL,60612,300000,,,CHI - East Garfield Park,,3049,,17,,,Active,,,http://www.redfin.com/IL/Chicago/2735-W-Wilcox-St-60612/home/147815920,MRED,11224876,N,Y,41.879,-87.695142
MLS Listing,,Single Family Residential,2250 S Saint Louis Ave,Chicago,IL,60623,109900,3,1.0,CHI - South Lawndale,1200,3136,1900,17,92,,Active,,,http://www.redfin.com/IL/Chicago/2250-S-St-Louis-Ave-60623/home/14151975,MRED,11224752,N,Y,41.8502084,-87.7129706
MLS Listing,,Multi-Family (2-4 Unit),2845 W 25th St,Chicago,IL,60623,185000,8,4.0,CHI - South Lawndale,,2613,1884,18,,,Active,,,http://www.redfin.com/IL/Chicago/2845-W-25th-St-60623/unit-2/home/13231239,MRED,11224698,N,Y,41.8462084,-87.6970227
MLS Listing,,Multi-Family (2-4 Unit),4949 W Ohio St,Chicago,IL,60644,439900,5,2.0,CHI - Austin,,3484,1915,18,,,Active,,,http://www.redfin.com/IL/Chicago/4949-W-Ohio-St-60644/home/13264784,MRED,11224669,N,Y,41.8911118,-87.7500567
MLS Listing,,Single Family Residential,1501 S Ridgeway Ave,Chicago,IL,60623,199000,4,2.0,CHI - North Lawndale,1600,3724,2006,18,124,,Active,,,http://www.redfin.com/IL/Chicago/1501-S-Ridgeway-Ave-60623/home/12740247,MRED,11224579,N,Y,41.8606286,-87.7186374
MLS Listing,,Multi-Family (2-4 Unit),209 N Leclaire Ave,Chicago,IL,60644,349900,5,2.0,CHI - Austin,,2613,1900,18,,,Active,,,http://www.redfin.com/IL/Chicago/209-N-Leclaire-Ave-60644/home/13263686,MRED,11224527,N,Y,41.884724,-87.7524793
