SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,1158 W Garfield Blvd,Chicago,IL,60609,759000,,,CHI - New City,,31363,,1,,,Active,,,http://www.redfin.com/IL/Chicago/1158-W-Garfield-Blvd-60621/home/17558242,MRED,11241786,N,Y,41.7944737,-87.6545742
MLS Listing,,Condo/Co-op,543 E 60th St #1,Chicago,IL,60637,126000,2,1.0,CHI - Woodlawn,900,,1925,1,140,,Active,,,http://www.redfin.com/IL/Chicago/543-E-60th-St-60637/unit-1/home/39579625,MRED,11241784,N,Y,41.7854788,-87.6115862
MLS Listing,,Condo/Co-op,2509 E 76th St SE #3,Chicago,IL,60649,100000,2,2.0,CHI - South Shore,1100,,2006,1,91,240,Active,,,http://www.redfin.com/IL/Chicago/2509-E-76th-St-60649/unit-3/home/18937157,MRED,11241774,N,Y,41.7570023,-87.5635681
MLS Listing,,Multi-Family (2-4 Unit),1409 W 71st St,Chicago,IL,60636,339000,6,3.0,CHI - West Englewood,,3484,1917,1,,,Active,,,http://www.redfin.com/IL/Chicago/1409-W-71st-St-60636/unit-1/home/13916447,MRED,11241646,N,Y,41.7648367,-87.6594325
MLS Listing,,Townhouse,4856 S Champlain Ave Unit 3N,Chicago,IL,60615,360000,3,3.0,CHI - Grand Boulevard,2600,,2002,1,138,372,Active,,,http://www.redfin.com/IL/Chicago/4856-S-Champlain-Ave-60615/unit-3N/home/39597778,MRED,11241578,N,Y,41.8060604,-87.6104397
MLS Listing,,Single Family Residential,8154 S Throop St,Chicago,IL,60620,299900,5,2.0,CHI - Auburn Gresham,4081,3998,,1,73,,Active,,,http://www.redfin.com/IL/Chicago/8154-S-Throop-St-60620/home/13906404,MRED,11241520,N,Y,41.7452436,-87.6563597
MLS Listing,,Multi-Family (2-4 Unit),4943 S Komensky Ave,Chicago,IL,60632,414943,5,4.0,CHI - Archer Heights,,,1931,1,,,Active,,,http://www.redfin.com/IL/Chicago/4943-S-Komensky-Ave-60632/home/14022736,MRED,11241515,N,Y,41.8028935,-87.7243612
MLS Listing,,Condo/Co-op,1700 E 56th St #2907,Chicago,IL,60637,260000,1,2.0,CHI - Hyde Park,1250,,1970,1,208,1114,Active,,,http://www.redfin.com/IL/Chicago/1700-E-56th-St-60637/unit-2907/home/13946767,MRED,11241495,N,Y,41.7938289,-87.5832152
MLS Listing,,Single Family Residential,5206 S Millard Ave,Chicago,IL,60632,340000,6,3.0,CHI - West Elsdon,1198,3123,2007,1,284,,Active,,,http://www.redfin.com/IL/Chicago/5206-S-Millard-Ave-60632/home/14019276,MRED,11241483,N,Y,41.7985836,-87.7150392
MLS Listing,,Single Family Residential,7342 S California Ave,Chicago,IL,60629,139900,3,1.0,CHI - Chicago Lawn,,4660,1947,1,,,Active,,,http://www.redfin.com/IL/Chicago/7342-S-California-Ave-60629/home/13985390,MRED,11241470,N,Y,41.7596265,-87.693184
MLS Listing,,Single Family Residential,8743 S Merrill Ave,Chicago,IL,60617,289000,3,2.5,CHI - Calumet Heights,1500,3750,1949,1,193,,Active,,,http://www.redfin.com/IL/Chicago/8743-S-Merrill-Ave-60617/home/13117670,MRED,11241444,N,Y,41.7358357,-87.5717749
MLS Listing,,Single Family Residential,6004 S May St,Chicago,IL,60621,39900,4,3.0,CHI - Englewood,1828,3123,1895,1,22,,Active,,,http://www.redfin.com/IL/Chicago/6004-S-May-St-60621/home/13939498,MRED,11241430,N,Y,41.7848106,-87.6537393
MLS Listing,,Condo/Co-op,1640 E 50th St Unit 17C,Chicago,IL,60615,275000,2,2.0,The Narragansett,1600,,1929,1,172,1526,Active,,,http://www.redfin.com/IL/Chicago/1640-E-50th-St-60615/unit-17C/home/13947871,MRED,11241424,N,Y,41.8046143,-87.5848777
MLS Listing,,Single Family Residential,5544 S Seeley Ave,Chicago,IL,60636,49000,4,1.5,CHI - West Englewood,1040,3123,1923,1,47,,Active,,,http://www.redfin.com/IL/Chicago/5544-S-Seeley-Ave-60636/home/13939771,MRED,11241406,N,Y,41.7921813,-87.6757418
MLS Listing,,Single Family Residential,8526 S Ingleside Ave,Chicago,IL,60619,179900,3,2.0,CHI - Chatham,,3750,1953,1,,,Active,,,http://www.redfin.com/IL/Chicago/8526-S-Ingleside-Ave-60619/home/13222152,MRED,11241399,N,Y,41.7394616,-87.6015401
MLS Listing,,Single Family Residential,8010 S Campbell Ave,Chicago,IL,60652,195000,2,1.5,CHI - Ashburn,1206,,1950,1,162,,Active,,,http://www.redfin.com/IL/Chicago/8010-S-Campbell-Ave-60652/home/13962659,MRED,11241398,N,Y,41.7478149,-87.6855212
MLS Listing,,Single Family Residential,9105 S Oglesby Ave,Chicago,IL,60617,245000,3,1.5,CHI - Calumet Heights,1200,,1963,1,204,,Active,,,http://www.redfin.com/IL/Chicago/9105-S-Oglesby-Ave-60617/home/12558144,MRED,11241374,N,Y,41.7296169,-87.5667461
MLS Listing,,Single Family Residential,7817 S Bishop St,Chicago,IL,60620,90000,5,2.0,CHI - Auburn Gresham,1650,5423,1914,1,55,,Active,,,http://www.redfin.com/IL/Chicago/7817-S-Bishop-St-60620/home/13914012,MRED,11241358,N,Y,41.7516899,-87.6599433
MLS Listing,,Single Family Residential,8511 S Francisco Ave,Chicago,IL,60652,234900,4,2.0,CHI - Ashburn,1200,5039,1955,1,196,,Active,,,http://www.redfin.com/IL/Chicago/8511-S-Francisco-Ave-60652/home/13963023,MRED,11241340,N,Y,41.7388747,-87.6951862
MLS Listing,,Single Family Residential,1462 W 74th St,Chicago,IL,60636,200000,4,1.5,CHI - West Englewood,1200,,1974,1,167,,Active,,,http://www.redfin.com/IL/Chicago/1462-W-74th-St-60636/home/13915005,MRED,11241332,N,Y,41.759752,-87.661225
MLS Listing,,Single Family Residential,8558 S Kostner Ave,Chicago,IL,60652,265000,3,1.0,CHI - Ashburn,1168,,1958,1,227,,Active,,,http://www.redfin.com/IL/Chicago/8558-S-Kostner-Ave-60652/home/13968980,MRED,11241329,N,Y,41.7366403,-87.7314789
MLS Listing,,Condo/Co-op,5331 S Harper Ave #2,Chicago,IL,60615,284900,3,2.0,CHI - Hyde Park,,,1907,1,,460,Active,,,http://www.redfin.com/IL/Chicago/5331-S-Harper-Ave-60615/unit-2/home/12598685,MRED,11241309,N,Y,41.7986963,-87.5883911
MLS Listing,,Single Family Residential,7729 S Rhodes Ave,Chicago,IL,60619,135000,5,2.0,CHI - Greater Grand Crossing,3375,3375,,1,40,,Active,,,http://www.redfin.com/IL/Chicago/7729-S-Rhodes-Ave-60619/home/13917030,MRED,11241264,N,Y,41.7539419,-87.6110686
MLS Listing,,Single Family Residential,5732 S Elizabeth St,Chicago,IL,60636,110000,5,1.5,CHI - West Englewood,1012,,1905,1,109,,Active,,,http://www.redfin.com/IL/Chicago/5732-S-Elizabeth-St-60636/home/13940725,MRED,11241242,N,Y,41.7894911,-87.6562441
MLS Listing,,Single Family Residential,8537 S Ada St,Chicago,IL,60620,265000,5,2.0,CHI - Auburn Gresham,1152,,1927,1,230,,Active,,,http://www.redfin.com/IL/Chicago/8537-S-Ada-St-60620/home/13229352,MRED,11241207,N,Y,41.7383725,-87.6567836
MLS Listing,,Single Family Residential,10045 S Fairfield Ave,Chicago,IL,60655,385000,4,2.5,CHI - Beverly,1307,,1956,1,295,,Active,,,http://www.redfin.com/IL/Chicago/10045-S-Fairfield-Ave-60655/home/13158642,MRED,11241202,N,Y,41.7104669,-87.6900651
MLS Listing,,Single Family Residential,8530 S Morgan St,Chicago,IL,60620,269000,5,2.0,CHI - Auburn Gresham,2000,3123,1926,1,135,,Active,,,http://www.redfin.com/IL/Chicago/8530-S-Morgan-St-60620/home/13228616,MRED,11241191,N,Y,41.7386781,-87.6488834
MLS Listing,,Single Family Residential,630 E 92nd Pl,Chicago,IL,60619,29000,3,1.0,CHI - Chatham,748,,1900,1,39,,Active,,,http://www.redfin.com/IL/Chicago/630-E-92nd-Pl-60619/home/13109163,MRED,11241187,N,Y,41.7267606,-87.6081273
MLS Listing,,Single Family Residential,3613 W 62nd St,Chicago,IL,60629,269000,5,2.0,CHI - West Lawn,1259,3123,1930,1,214,,Active,,,http://www.redfin.com/IL/Chicago/3613-W-62nd-St-60629/home/14009531,MRED,11241177,N,Y,41.7803943,-87.7138173
MLS Listing,,Multi-Family (2-4 Unit),7231 S Emerald Ave,Chicago,IL,60621,379900,8,3.0,CHI - Englewood,,,1907,1,,,Active,,,http://www.redfin.com/IL/Chicago/7231-S-Emerald-Ave-60621/unit-1/home/13916634,MRED,11241139,N,Y,41.7624505,-87.6426393
MLS Listing,,Single Family Residential,7925 S Tripp Ave,Chicago,IL,60652,254999,3,2.0,CHI - Ashburn,1000,,1958,1,255,,Active,October-9-2021 11:00 AM,October-9-2021 02:00 PM,http://www.redfin.com/IL/Chicago/7925-S-Tripp-Ave-60652/home/13971744,MRED,11241123,N,Y,41.7485719,-87.7274778
MLS Listing,,Single Family Residential,8126 S Wentworth Ave,Chicago,IL,60620,248500,4,3.0,CHI - Chatham,1350,4338,1949,1,184,,Active,,,http://www.redfin.com/IL/Chicago/8126-S-Wentworth-Ave-60620/home/13225749,MRED,11241113,N,Y,41.7463677,-87.6296088
MLS Listing,,Single Family Residential,8610 S May St,Chicago,IL,60620,264900,4,1.5,CHI - Auburn Gresham,1050,,1913,1,252,,Active,,,http://www.redfin.com/IL/Chicago/8610-S-May-St-60620/home/13227718,MRED,11241100,N,Y,41.7373642,-87.6525137
MLS Listing,,Single Family Residential,8814 S Buffalo Ave,Chicago,IL,60617,99900,4,1.0,CHI - South Chicago,882,3497,1878,1,113,,Active,,,http://www.redfin.com/IL/Chicago/8814-S-Buffalo-Ave-60617/unit-1/home/13044699,MRED,11241070,N,Y,41.7351353,-87.5446751
MLS Listing,,Single Family Residential,9329 S Wallace St,Chicago,IL,60620,239000,3,2.0,CHI - Washington Heights,1614,,1957,1,148,,Active,October-9-2021 12:00 PM,October-9-2021 01:00 PM,http://www.redfin.com/IL/Chicago/9329-S-Wallace-St-60620/home/13105793,MRED,11241046,N,Y,41.7242696,-87.6381677
MLS Listing,,Single Family Residential,7542 S Ridgeland Ave,Chicago,IL,60649,415000,6,4.0,CHI - South Shore,3500,5588,1920,1,119,,Active,October-9-2021 12:00 PM,October-9-2021 02:00 PM,http://www.redfin.com/IL/Chicago/7542-S-Ridgeland-Ave-60649/home/13924091,MRED,11241044,N,Y,41.7575526,-87.5825061
MLS Listing,,Condo/Co-op,5308 S Kedzie Ave #103,Chicago,IL,60632,125000,3,1.0,CHI - Gage Park,1100,,1971,1,114,355,Active,,,http://www.redfin.com/IL/Chicago/5308-S-Kedzie-Ave-60632/unit-103/home/176675950,MRED,11241029,N,Y,41.7969452,-87.7040039
MLS Listing,,Multi-Family (2-4 Unit),6507 S Rhodes Ave,Chicago,IL,60637,225000,6,3.0,CHI - Woodlawn,,2613,1910,1,,,Active,,,http://www.redfin.com/IL/Chicago/6507-S-Rhodes-Ave-60637/unit-2/home/13929172,MRED,11240998,N,Y,41.7764182,-87.611599
MLS Listing,,Townhouse,9727 S Hoxie Ave,Chicago,IL,60617,119900,2,1.0,CHI - South Deering,938,,1946,1,128,,Active,,,http://www.redfin.com/IL/Chicago/9727-S-Hoxie-Ave-60617/home/13042130,MRED,11240990,N,Y,41.7181899,-87.5609209
MLS Listing,,Single Family Residential,9120 S Normal Ave,Chicago,IL,60620,94900,3,1.0,CHI - Washington Heights,1033,3123,1957,1,92,,Active,,,http://www.redfin.com/IL/Chicago/9120-S-Normal-Ave-60620/home/13106299,MRED,11240980,N,Y,41.728189,-87.6363847
MLS Listing,,Multi-Family (2-4 Unit),,Chicago,IL,60637,340000,10,5.0,CHI - Woodlawn,,,1921,1,,,Active,,,http://www.redfin.com/IL/Chicago/Undisclosed-address-60637/home/13930087,MRED,11240952,N,Y,41.7735562,-87.6103261
MLS Listing,,Multi-Family (2-4 Unit),5243 S California Ave,Chicago,IL,60632,389900,5,3.0,CHI - Gage Park,,,1926,1,,,Active,,,http://www.redfin.com/IL/Chicago/5243-S-California-Ave-60632/home/14016889,MRED,11240904,N,Y,41.797935,-87.6936846
MLS Listing,,Townhouse,6200 S Ingleside Ave Unit 9C,Chicago,IL,60637,305000,3,3.0,Ingleside Court,1400,,2000,1,218,45,Active,,,http://www.redfin.com/IL/Chicago/6200-S-Ingleside-Ave-60637/unit-9C/home/12706676,MRED,11240879,N,Y,41.7819596,-87.6031268
MLS Listing,,Multi-Family (2-4 Unit),9913 S Ewing Ave,Chicago,IL,60617,119000,6,3.0,CHI - East Side,,,1884,1,,,Active,,,http://www.redfin.com/IL/Chicago/9913-S-Ewing-Ave-60617/home/13040661,MRED,11240768,N,Y,41.7154213,-87.5349686
MLS Listing,,Single Family Residential,8059 S Stewart Ave,Chicago,IL,60620,170000,4,2.0,CHI - Chatham,1500,3136,1973,1,113,,Active,,,http://www.redfin.com/IL/Chicago/8059-S-Stewart-Ave-60620/home/13227378,MRED,11230046,N,Y,41.7472726,-87.633927
MLS Listing,,Single Family Residential,9826 S Commercial Ave,Chicago,IL,60617,184900,3,2.0,CHI - South Deering,1840,,1915,1,100,,Active,,,http://www.redfin.com/IL/Chicago/9826-S-Commercial-Ave-60617/home/13039524,MRED,11240676,N,Y,41.7165092,-87.5513477
MLS Listing,,Single Family Residential,7116 S Indiana Ave,Chicago,IL,60619,199450,3,1.0,CHI - Greater Grand Crossing,850,,1909,1,235,,Active,,,http://www.redfin.com/IL/Chicago/7116-S-Indiana-Ave-60619/unit-H/home/13920430,MRED,11240642,N,Y,41.7650626,-87.6203927
MLS Listing,,Single Family Residential,1615 W 85th St,Chicago,IL,60620,59900,3,1.5,CHI - Auburn Gresham,817,3123,1895,1,73,,Active,,,http://www.redfin.com/IL/Chicago/1615-W-85th-St-60620/home/13908939,MRED,11240619,N,Y,41.739179,-87.6639035
MLS Listing,,Single Family Residential,2905 W Seipp St,Chicago,IL,60652,265000,3,1.5,CHI - Ashburn,,,1968,1,,,Active,,,http://www.redfin.com/IL/Chicago/2905-W-Seipp-St-60652/home/13962957,MRED,11240563,N,Y,41.7378221,-87.6950322
MLS Listing,,Multi-Family (2-4 Unit),7605 S Perry Ave,Chicago,IL,60620,200000,4,2.5,CHI - Greater Grand Crossing,,,1925,1,,,Active,,,http://www.redfin.com/IL/Chicago/7605-S-Perry-Ave-60620/home/13915708,MRED,11240558,N,Y,41.7561202,-87.6276423
MLS Listing,,Single Family Residential,10107 S Sangamon St,Chicago,IL,60643,269000,4,2.0,CHI - Washington Heights,2100,3659,1961,1,128,,Active,October-10-2021 12:00 PM,October-10-2021 03:00 PM,http://www.redfin.com/IL/Chicago/10107-S-Sangamon-St-60643/home/13094561,MRED,11240545,N,Y,41.7102039,-87.646301
MLS Listing,,Multi-Family (2-4 Unit),7331 S Michigan Ave,Chicago,IL,60619,389000,6,3.0,CHI - Greater Grand Crossing,,7840,1924,1,,,Active,October-9-2021 01:00 PM,October-9-2021 02:00 PM,http://www.redfin.com/IL/Chicago/7331-S-Michigan-Ave-60619/unit-2/home/13920524,MRED,11220513,N,Y,41.7609991,-87.621164
MLS Listing,,Single Family Residential,10059 S Calumet Ave,Chicago,IL,60628,269500,3,2.5,CHI - Roseland,1333,3541,1937,1,202,,Active,,,http://www.redfin.com/IL/Chicago/10059-S-Calumet-Ave-60628/home/13088915,MRED,11240516,N,Y,41.7110724,-87.6147618
MLS Listing,,Single Family Residential,843 W 51st St,Chicago,IL,60609,70000,3,1.0,CHI - New City,693,,1885,1,101,,Active,,,http://www.redfin.com/IL/Chicago/843-W-51st-St-60609/home/13953936,MRED,11240511,N,Y,41.8013802,-87.6470719
MLS Listing,,Single Family Residential,4831 S Lockwood Ave,Chicago,IL,60638,329000,4,2.0,Stickney,2588,3781,2007,1,127,,Active,October-9-2021 11:00 AM,October-9-2021 01:00 PM,http://www.redfin.com/IL/Chicago/4831-S-Lockwood-Ave-60638/home/14025260,MRED,11239275,N,Y,41.8042738,-87.754968
MLS Listing,,Single Family Residential,635 W 48th St,Chicago,IL,60609,419900,3,3.0,CHI - New City,1512,,2008,1,278,,Active,,,http://www.redfin.com/IL/Chicago/635-W-48th-St-60609/home/18952901,MRED,11240468,N,Y,41.8069064,-87.6420226
MLS Listing,,Single Family Residential,8849 S Washtenaw Ave,Evergreen Park,IL,60805,279900,3,2.0,Evergreen Park,2000,7440,1961,1,140,,Active,,,http://www.redfin.com/IL/Evergreen-Park/8849-S-Washtenaw-Ave-60805/home/13187171,MRED,11240467,N,Y,41.7321529,-87.689526
MLS Listing,,Single Family Residential,8600 S Kildare Ave,Chicago,IL,60652,349900,4,3.0,CHI - Ashburn,1803,,1963,1,194,,Active,,,http://www.redfin.com/IL/Chicago/8600-S-Kildare-Ave-60652/home/13967703,MRED,11240439,N,Y,41.7363997,-87.7291321
MLS Listing,,Single Family Residential,9637 S Exchange Ave E,Chicago,IL,60617,149999,4,1.0,CHI - South Deering,1100,,1885,1,136,,Active,October-10-2021 01:00 PM,October-10-2021 03:00 PM,http://www.redfin.com/IL/Chicago/9637-S-Exchange-Ave-60617/home/13041867,MRED,11240385,N,Y,41.7198013,-87.5521105
MLS Listing,,Multi-Family (2-4 Unit),918 W 53rd St,Chicago,IL,60609,179000,5,2.0,CHI - New City,,3049,1883,1,,,Active,,,http://www.redfin.com/IL/Chicago/918-W-53rd-St-60609/home/13952870,MRED,11240304,N,Y,41.7980258,-87.6484678
MLS Listing,,Single Family Residential,9247 S Ada St,Chicago,IL,60620,249900,5,2.0,CHI - Washington Heights,2082,3876,1923,1,120,,Active,,,http://www.redfin.com/IL/Chicago/9247-S-Ada-St-60620/home/13102598,MRED,11240279,N,Y,41.7253423,-87.6564368
MLS Listing,,Single Family Residential,7523 S Chappel Ave,Chicago,IL,60649,349000,4,2.5,CHI - South Shore,2274,4199,1905,1,153,,Active,,,http://www.redfin.com/IL/Chicago/7523-S-Chappel-Ave-60649/home/13923395,MRED,11240270,N,Y,41.7580866,-87.5746316
MLS Listing,,Single Family Residential,7208 S Evans Ave,Chicago,IL,60619,199000,5,1.5,CHI - Greater Grand Crossing,1702,3123,1904,1,117,,Active,,,http://www.redfin.com/IL/Chicago/7208-S-Evans-Ave-60619/home/13918669,MRED,11240212,N,Y,41.7636977,-87.6070086
MLS Listing,,Single Family Residential,8805 S Racine Ave,Chicago,IL,60620,285000,5,2.5,CHI - Auburn Gresham,2500,,1958,1,114,,Active,,,http://www.redfin.com/IL/Chicago/8805-S-Racine-Ave-60620/home/13104851,MRED,11240157,N,Y,41.733788,-87.6529271
MLS Listing,,Multi-Family (2-4 Unit),7209 S Campbell Ave,Chicago,IL,60629,249900,9,3.0,CHI - Chicago Lawn,,4791,1955,1,,,Active,,,http://www.redfin.com/IL/Chicago/7209-S-Campbell-Ave-60629/unit-1/home/13985834,MRED,11240147,N,Y,41.7625005,-87.6853671
MLS Listing,,Multi-Family (2-4 Unit),6639 S Sangamon St,Chicago,IL,60621,239900,5,2.0,CHI - Englewood,,,1902,1,,,Active,,,http://www.redfin.com/IL/Chicago/6639-S-Sangamon-St-60621/home/13932819,MRED,11240128,N,Y,41.7730889,-87.6480355
MLS Listing,,Single Family Residential,9912 S Bell Ave,Chicago,IL,60643,384900,2,3.0,CHI - Beverly,1590,7840,1923,1,242,,Active,,,http://www.redfin.com/IL/Chicago/9912-S-Bell-Ave-60643/home/13097848,MRED,11240120,N,Y,41.7132286,-87.6784733
MLS Listing,,Single Family Residential,8948 S Emerald Ave,Chicago,IL,60620,210000,3,2.0,CHI - Auburn Gresham,,3149,1907,1,,,Active,,,http://www.redfin.com/IL/Chicago/8948-S-Emerald-Ave-60620/unit-1/home/13108363,MRED,11240113,N,Y,41.7311235,-87.6425237
MLS Listing,,Condo/Co-op,1356 E Hyde Park Blvd #2,Chicago,IL,60615,350000,6,3.0,CHI - Kenwood,4000,,1915,2,88,650,Active,,,http://www.redfin.com/IL/Chicago/1356-E-Hyde-Park-Blvd-60615/unit-2/home/13949673,MRED,11228877,N,Y,41.802611,-87.5929827
MLS Listing,,Single Family Residential,9640 S Wallace St,Chicago,IL,60628,155000,4,1.0,CHI - Washington Heights,1035,,1961,2,150,,Active,,,http://www.redfin.com/IL/Chicago/9640-S-Wallace-St-60628/home/13093512,MRED,11240045,N,Y,41.7184848,-87.6385918
MLS Listing,,Single Family Residential,,Chicago,IL,60652,265000,3,1.5,CHI - Ashburn,1474,5279,1973,2,180,,Active,,,http://www.redfin.com/IL/Chicago/Undisclosed-address-60652/home/13982984,MRED,11240037,N,Y,41.7565745,-87.7096606
